LAT,LON,PARAMETER,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANN
37.25,-121.25,DNR,              4.12,              4.96,              6.17,              7.68,              8.48,              9.14,              8.50,              7.92,              7.25,              6.41,              4.93,              3.87,              6.63
37.25,-121.25,KT,              0.51,              0.55,              0.59,              0.64,              0.66,              0.68,              0.67,              0.66,              0.65,              0.62,              0.57,              0.51,              0.61
37.25,-121.25,CLRSKY_SFC_SW_DWN,              3.37,              4.52,              6.10,              7.52,              8.45,              8.71,              8.08,              7.31,              6.12,              4.79,              3.59,              3.02,              5.96
37.25,-121.25,ALLSKY_TOA_SW_DWN,              4.70,              6.15,              8.07,              9.88,             11.10,             11.58,             11.29,             10.27,              8.66,              6.74,              5.07,              4.26,              8.15
37.25,-121.25,ALLSKY_SFC_SW_DWN,              2.41,              3.36,              4.75,              6.34,              7.34,              7.88,              7.46,              6.69,              5.54,              4.17,              2.83,              2.15,              5.08
37.25,-120.75,DNR,              4.03,              5.22,              6.67,              7.82,              8.79,              9.81,              9.89,              9.15,              8.19,              7.09,              5.13,              4.04,              7.16
37.25,-120.75,KT,              0.51,              0.56,              0.61,              0.64,              0.67,              0.70,              0.71,              0.71,              0.69,              0.65,              0.57,              0.52,              0.63
37.25,-120.75,CLRSKY_SFC_SW_DWN,              3.45,              4.66,              6.22,              7.71,              8.63,              8.84,              8.39,              7.53,              6.27,              4.89,              3.66,              3.07,              6.11
37.25,-120.75,ALLSKY_TOA_SW_DWN,              4.70,              6.15,              8.07,              9.88,             11.10,             11.58,             11.29,             10.27,              8.66,              6.74,              5.07,              4.26,              8.15
37.25,-120.75,ALLSKY_SFC_SW_DWN,              2.38,              3.45,              4.95,              6.40,              7.48,              8.18,              8.08,              7.22,              5.91,              4.40,              2.89,              2.20,              5.30
37.25,-120.25,DNR,              4.03,              5.22,              6.67,              7.82,              8.79,              9.81,              9.89,              9.15,              8.19,              7.09,              5.13,              4.04,              7.16
37.25,-120.25,KT,              0.51,              0.56,              0.61,              0.64,              0.67,              0.70,              0.71,              0.71,              0.69,              0.65,              0.57,              0.52,              0.63
37.25,-120.25,CLRSKY_SFC_SW_DWN,              3.45,              4.66,              6.22,              7.71,              8.63,              8.84,              8.39,              7.53,              6.27,              4.89,              3.66,              3.07,              6.11
37.25,-120.25,ALLSKY_TOA_SW_DWN,              4.70,              6.15,              8.07,              9.88,             11.10,             11.58,             11.29,             10.27,              8.66,              6.74,              5.07,              4.26,              8.15
37.25,-120.25,ALLSKY_SFC_SW_DWN,              2.38,              3.45,              4.95,              6.40,              7.48,              8.18,              8.08,              7.22,              5.91,              4.40,              2.89,              2.20,              5.30
37.25,-119.75,DNR,              4.42,              5.33,              6.49,              7.38,              8.44,              9.81,             10.00,              9.48,              8.32,              7.18,              5.13,              4.44,              7.22
37.25,-119.75,KT,              0.53,              0.56,              0.59,              0.62,              0.65,              0.70,              0.72,              0.72,              0.69,              0.65,              0.57,              0.54,              0.63
37.25,-119.75,CLRSKY_SFC_SW_DWN,              3.57,              4.81,              6.41,              7.92,              8.88,              9.13,              8.65,              7.79,              6.52,              5.06,              3.78,              3.18,              6.31
37.25,-119.75,ALLSKY_TOA_SW_DWN,              4.70,              6.15,              8.07,              9.88,             11.10,             11.58,             11.29,             10.27,              8.66,              6.74,              5.07,              4.26,              8.15
37.25,-119.75,ALLSKY_SFC_SW_DWN,              2.50,              3.49,              4.88,              6.21,              7.32,              8.18,              8.15,              7.36,              5.96,              4.43,              2.89,              2.31,              5.31
